nTasks=80;
nThreads=411;
nCPUs=20;
nCores=55;
rh=[377.578777703 116.094509519 452.76663796 201.729040764 195.986095526 353.653982065 457.435424808 398.992573092 185.669682405 247.823472438 461.468972981 146.279874044 164.897249532 348.15383266 336.702845702 167.598083211 185.539825932 250.546301265 153.420039221 373.267211213 174.044033722 368.997650031 416.65828261 207.216231142 430.976017143 218.393302215 122.88462343 245.459129824 484.334289803 222.568069321 105.409984919 190.860996973 141.895166744 186.145373403 393.01958677 167.269438221 396.641432684 367.368810734 431.035268482 354.966347985 177.278229355 239.627497633 181.598732403 393.396205795 104.206804747 195.846881076 185.98690937 104.96251301 429.356394828 282.772886926 116.057032366 302.533067067 291.438383534 445.928502882 290.25765638 375.266760616 343.229964888 305.165683075 125.334411264 420.988948692 457.983698031 436.647864156 101.711019438 265.716004776 123.39731459 124.088306224 219.131267153 274.43301819 351.960568808 489.93511922 459.274949323 249.449464315 210.338690766 292.135057711 329.917509687 183.314868314 125.433002934 354.377450805 276.192553477 186.623026293 404.932818571 335.222706291 208.03775546 478.369880376 160.500414686 497.098336506 332.675523258 494.332757952 101.408762696 340.298190994 459.548679032 394.611090921 228.861359412 354.587948731 482.835802413 244.626172949 443.623400284 128.223120063 267.287016536 448.729505842 301.628815907 115.611009817 380.171025065 215.989705645 176.900713245 266.906699088 459.295784482 146.922442908 326.798895564 150.353811472 150.878285487 295.497674052 182.693051318 203.515138293 284.838395073 226.778935225 394.570280566 253.052999538 115.283779732 422.293014553 302.901711854 435.889132725 193.121959406 309.717175589 165.261944717 341.994094518 439.411215857 434.638020604 263.760637004 462.451280426 339.88130743 281.75036536 268.001588037 160.577239513 458.309336277 235.643911917 152.474816759 395.025431871 152.849313637 474.909149039 497.046251386 174.947453093 259.115283247 488.398448289 490.946498252 122.204178467 368.817322486 231.174752606 251.685426791 153.258162101 444.08506361 261.362473225 257.421490954 358.863626429 347.730568587 277.971460377 320.823630048 269.585790208 127.049497139 169.627783387 232.484096536 269.742160879 170.847339027 112.055213981 106.103306868 150.9964871 314.776102155 293.284860757 239.421052242 460.694310501 264.678982909 460.457921629 240.460896786 394.252463355 355.824526418 187.098936765 377.288518338 304.028577067 440.310075299 440.471104257 237.858976497 473.406577437 499.013120941 428.180926342 283.028464071 438.890071151 394.266326349 402.867956235 199.780181371 344.952893315 167.980085437 209.092965223 471.932194015 124.575610132 218.270047888 481.089788571 124.126763187 341.75742133 258.150107416 300.34078622 377.200361157 460.573125607 375.697253927 144.893158705 117.06780749 173.790361042 403.87685843 344.167197227 146.655106397 247.506373833 373.498882611 192.88290608 481.223219038 119.262160947 115.579415369 234.453254752 202.07030478 465.363683612 237.395519229 250.109004629 425.509616027 328.632056973 260.770848717 354.034000251 351.975769066 216.664179343 169.489889417 236.137296774 385.759414811 410.015673742 396.857277727 236.804937014 120.762897 382.395082419 308.344458256 483.556292648 193.617557077 406.763257637 275.207231626 393.46344053 449.486102951 227.546801564 268.74142344 140.539557478 204.682674345 418.751664132 221.489380685 131.704163951 182.704831385 489.78074643 366.661322761 179.884099913 454.712168192 303.460009496 430.903691673 359.621889323 332.431227851 446.405829541 447.361683064 224.777223362 307.590812861 318.968758311 455.241156827 370.604182256 189.985828843 408.125257272 137.018103064 133.509227337 392.032400767 450.851784034 140.594657496 462.297010655 161.472525973 330.791124641 491.213502116 378.010817417 386.636670802 465.543288934 119.161845543 180.322882436 242.70941451 266.522205778 145.195524257 418.402399372 346.375535532 494.506733801 431.396969774 473.714440231 325.555488298 242.502083581 165.960323237 493.100523046 290.278245936 217.653806389 172.811370938 328.426985382 455.957129728 336.651061448 291.876394478 438.453589306 214.089311057 287.672798005 292.58212625 264.694072289 227.717172125 173.734993186 306.649734697 350.978837608 244.360443476 391.511029999 135.996727231 226.478015208 476.920169143 375.769473195 419.778080369 499.374948748 132.936704295 430.625063371 109.171351347 337.576637296 254.555769048 446.767991516 222.351961746 114.372585408 142.802205554 294.872747508 276.059819591 198.440257566 373.974200105 319.91911861 290.009073703 268.209734137 484.468769673 136.419371837 184.661540942 223.240489568 475.987840647 144.992745088 212.705236149 190.641890897 349.855700297 211.798607334 398.058253839 326.099898717 383.961057615 184.256531518 388.904985485 427.737143561 260.794921433 212.136539247 349.728825911 364.844165125 400.958143466 469.481042349 482.014064584 267.627110492 351.940498428 442.090673609 294.475599086 470.591403483 192.050168196 203.481419768 185.711629578 358.889576391 306.34123057 123.109493084 290.592305359 169.075450107 458.567842169 476.9263481 455.478899685 420.957139224 311.21845835 315.775921442 448.722886102 355.460748467 105.463785543 167.605629044 340.939927524 464.458237654 342.05467447 310.064041251 188.401878052 472.907794754 318.15254393 114.059211303 376.127565951 361.511665585 199.00078815 146.221848831 358.893182679 191.431141343 301.404226535 215.481866856 486.033768165 145.916701063 281.586429616 447.408373454 296.699359336 343.415274821 110.659247397 322.543310814 333.976611468 497.131460292 466.274227863 481.844338614 383.817003287 138.076173536 304.095920945 121.552214236 378.994846677];
rc=[7607.89929497 7294.22167659 7870.34861082 8045.81942176 9781.46259886 8726.23244405 7449.68506803 5751.23811088 7437.74967974 9387.64561853 8435.51998586 9670.67894861 5810.00713117 7245.8030433 8521.32429425 5917.51850599 5635.1111807 5494.833967 5344.82661708 5126.67421006];
CK=[
	[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
];
TH=[
